ENSMUST00000097833	Gm10568
NM_001039543	Mlf1
NM_138591	Gfm1
NM_025813	Mfsd1
NM_177585	Iqcj
NM_001113421	Schip1
ENSMUST00000099064	Gm10723
NM_001159424	Il12a
XR_032495	Gm7270
NM_133786	Smc4
NR_029529	Mir15b
NR_029735	Mir16-2
NM_027843	Arl14
NM_178726	Ppm1l
NM_133787	Nmd3
NM_001018031	Gm414
NM_009250	Serpini1
NM_178673	Fstl5
NM_001142953	LOC100233207
ENSMUST00000091023	4930589L23Rik
NM_026352	Ppid
NM_029482	4930579G24Rik
NM_133187	Fam198b
NM_019971	Pdgfc
NM_177662	Ctso
NM_021370	Accn5
NM_001081230	Mtap9
NM_133862	Fgg
NM_016784	Plrg1
XR_031743	LOC633371
NM_009144	Sfrp2
NM_207278	Tigd4
NM_177260	Tmem154
NM_001177773	Fbxw7
NM_144896	Pet112l
NM_001082414	Sh3d19
NM_030695	Lrba
NM_007640	Cd1d2
NM_009690	Cd5l
NM_153090	Fcrl1
NM_183222	Fcrl5
NM_001083318	Etv3
XM_621583	Etv3l
NM_001003912	Arhgef11
NM_011832	Insrr
NM_021309	Sh2d2a
NM_008231	Hdgf
NM_026591	Mrpl24
NM_177663	Isg20l2
NM_007759	Crabp2
NM_016701	Nes
NM_025663	Gpatch4
NM_001033484	Iqgap3
NR_029817	Mir9-1
NM_009836	Cct3
NM_020003	0610031J06Rik
NM_178246	Smg5
NM_198410	Paqr6
NM_001029890	Mex3a
NM_033526	Ubqln4
NM_025448	Ssr2
NM_008487	Arhgef2
NM_028814	2810403A07Rik
NM_009069	Rit1
NM_027389	Gon4l
NR_028359	5830417I10Rik
NM_138679	Ash1l
XR_033961	Gm6835
NM_013631	Pklr
NM_007712	Clk2
NM_011886	Scamp3
BC088990	Fam189b
NM_008094	Gba
NM_013691	Thbs3
NM_013605	Muc1
NM_025327	Krtcap2
NM_026767	Dpm3
XM_283860	Dcst2
ENSMUST00000098928	Gm15417
NM_001113331	Shc1
NM_026869	Pygo2
NM_146131	Pbxip1
NM_026784	Pmvk
NM_080466	Kcnn3
NM_001038587	Adar
NM_027315	Ube2q1
NM_172530	She
NM_028567	1700094D03Rik
NR_030543	Mir190b
NM_026677	Rab13
NM_206924	Jtb
NM_028881	Crtc2
NM_201407	Dennd4b
NM_139304	Gatad2b
NM_026374	Ilf2
NM_009113	S100a13
NM_001163525	S100a14
NM_026416	S100a16
NM_011310	S100a3
XM_001478157	S100a2
NM_011311	S100a4
NM_011312	S100a5
NM_011313	S100a6
NM_199422	S100a7a
NM_013650	S100a8
NM_001165968	Pglyrp4
NM_207247	Pglyrp3
NM_011469	Sprr2b
NM_011470	Sprr2d
NM_011471	Sprr2e
NM_011472	Sprr2f
NR_003548	Sprr2g
NM_011474	Sprr2h
NM_011475	Sprr2i
NR_003185	Sprr2j-ps
NM_011477	Sprr2k
NM_028622	Lce1c
NM_025501	Lce3b
NM_001018079	Lce3f
NM_001177694	Gm4858
NM_001081200	Crnn
NM_133698	Hrnr
NM_009100	Rptn
NM_001163098	Tchh
NM_027762	Tchhl1
NM_009112	S100a10
NM_207272	Tdpoz4
NM_207271	Tdpoz3
NM_029431	Them4
NM_025416	Them5
NM_011281	Rorc
NM_177250	Lingo4
NM_028307	Tdrkh
NM_030116	Mrpl9
NM_172434	Celf3
NM_019414	Selenbp2
NM_172683	Pogz
NM_009150	Selenbp1
NM_017395	Rfx5
NM_175356	Pi4kb
NM_009336	Vps72
NM_016712	Tmod4
NM_153121	Lysmd1
NM_011351	Sema6c
NM_172395	Cdc42se1
BC094388	Fam63a
NM_029789	Lass2
NM_001037737	Arnt
NM_007802	Ctsk
NM_021281	Ctss
NM_146133	Golph3l
NM_019561	Ensa
NM_008562	Mcl1
NM_146104	Aph1a
NM_023210	Anp32e
NM_001025613	Otud7b
NM_181409	Mtmr11
NM_022030	Sv2a
NM_178213	Hist2h2ab
NM_178214	Hist2h2be
NM_178216	Hist2h3c1
NM_178215	Hist2h3b
NM_175666	Hist2h2bb
ENSMUST00000098840	Gm10685
NM_027126	Hfe2
NM_001009935	Txnip
NM_001024851	Ankrd34a
NM_001163170	Lix1l
NM_001102407	Rbm8a
NM_011069	Pex11b
NM_001081053	Itga10
NM_001081139	Ankrd35
NM_146135	Pias3
NM_026406	Rnf115
NM_021517	Pdzk1
NM_008121	Gja5
NM_019800	Acp6
NM_001161765	Fmo5
NM_182997	Prkab2
NM_011342	Sec22b
NM_001033779	Gm5544
NM_010928	Notch2
NM_027665	Adam30
NM_026328	Reg4
NM_008256	Hmgcs2
NM_172863	Zfp697
NM_027462	Wars2
NM_009323	Tbx15
NM_028892	Spag17
NM_010269	Gdap2
ENSMUST00000066727	Gm12474
NM_178594	Vtcn1
NM_001165953	Trim45
NM_207205	Igsf3
NM_178777	Nhlh2
NM_009814	Casq2
NM_013609	Ngf
NM_027533	Tspan2
NM_025679	Sike1
NM_144901	Csde1
NM_010937	Nras
NM_001033303	Ampd1
NM_177857	Dennd2c
NM_026602	Bcas2
NM_053170	Trim33
NM_018800	Syt6
NM_026193	Ap4b1
NM_001142959	Bcl2l15
NM_008979	Ptpn22
NM_172684	Rsbn1
NM_013629	Phtf1
NM_009196	Slc16a1
NM_027982	Ppm1j
NM_007484	Rhoc
NM_153091	St7l
ENSMUST00000070584	4930564D02Rik
NM_175398	6530418L21Rik
NM_027432	Wdr77
NM_007696	Ovgp1
XM_001479553	Gm4248
NM_023186	Chia
NM_026013	Dram2
NM_001039488	4933421E11Rik
NM_008418	Kcna3
NR_033498	AI504432
ENSMUST00000060946	A930002I21Rik
NM_008417	Kcna2
ENSMUST00000098749	Gm10672
NM_001081140	Kcna10
NM_026774	Hbxip
NM_146136	Slc16a4
NM_007441	Alx3
NM_010360	Gstm5
NM_008141	Gnat2
NM_146137	Amigo1
NM_019972	Sort1
NM_019976	Psrc1
BC116223	1700013F07Rik
NM_181400	Wdr47
NM_001177770	Clcc1
NM_177859	Aknad1
NM_029054	4930443G12Rik
NM_172685	Slc25a24
NM_020505	Vav3
NM_007729	Col11a1
NM_153157	Olfm3
ENSMUST00000064809	Gm9889
NM_027193	Dph5
NM_021388	Extl2
NM_010022	Dbt
NM_175413	Lrrc39
NM_028349	Sass6
NM_001113478	Frrs1
NM_029425	4833424O15Rik
NR_029551	Mir137
ENSMUST00000066215	Gm9916
NM_170778	Dpyd
ENSMUST00000098650	Gm10652
ENSMUST00000098646	4930432M17Rik
NM_010171	F3
NM_172525	Arhgap29
NM_007378	Abca4
NM_008129	Gclm
NM_153806	Dnttip2
NM_013867	Bcar3
NM_153422	Pde5a
NM_007980	Fabp2
NM_027135	Sec24d
NM_008939	Prss12
XM_980593	Gm9372
NM_146140	Tram1l1
NM_022565	Ndst4
NM_173451	Arsj
NM_001025439	Camk2d
NR_030403	Mir302b
NR_030404	Mir302c
NR_029653	Mir302a
NR_030405	Mir302d
NR_030268	Mir367
NM_009718	Neurog2
NM_145133	Tifa
ENSMUST00000098625	Gm10650
NM_011098	Pitx2
NR_033594	Gm5712
NM_130450	Elovl6
NM_007686	Cfi
NM_183423	Pla2g12a
NM_009811	Casp6
NM_029838	Col25a1
NM_027907	Agxt2l1
NM_010703	Lef1
NM_011863	Papss1
NM_020265	Dkk2
NM_001163455	Tbck
NM_027927	Ints12
NM_146141	Ppa2
NM_001004367	Cxxc4
NM_021382	Tacr3
NM_173762	Cenpe
NM_001172055	Bdh2
NM_178877	Nhedc2
NM_028946	Nhedc1
NM_027288	Manba
ENSMUST00000062127	Gm9799
NM_001135149	Slc39a8
NM_008913	Ppp3ca
NM_001163522	Emcn
NM_030143	Ddit4l
NM_001033155	Dnajb14
NM_175389	Rg9mtd2
NM_009626	Adh7
NM_007409	Adh1
NM_026945	Adh6a
ENSMUST00000090166	Adh6b
NR_033581	Adh6-ps1
NM_011996	Adh4
NM_007410	Adh5
NM_019571	Tspan5
BC138108	B930007M17Rik
NM_009472	Unc5c
NM_153564	Gbp5
NM_010259	Gbp1
NM_145545	Gbp6
NM_018734	Gbp3
NM_010260	Gbp2
NM_173763	Ccbl2
NM_145546	Gtf2b
NM_053102	Sep15
NM_001162538	Odf2l
NM_027770	Col24a1
NM_001081094	Znhit6
NM_026993	Ddah1
NM_009740	Bcl10
NM_025555	2410004B18Rik
NM_001166064	Syde2
NM_134160	Mcoln3
NM_026656	Mcoln2
NM_022983	Lpar3
NM_138744	Ssx2ip
NM_028836	Ctbs
NM_009474	Uox
ENSMUST00000092878	Gm5149
NM_133222	Eltd1
NM_057172	Fubp1
NM_133247	Usp33
NM_198416	Zzz3
NM_178016	Pigk
NM_025758	Asb17
NM_001081263	Slc44a5
NM_009968	Cryz
BC138236	4922501L14Rik
NM_028938	Lrriq3
NM_001039094	Negr1
NM_017381	Zranb2
NR_029572	Mir186
NM_011196	Ptger3
ENSMUST00000029827	1810013D15Rik
NM_001013806	Ankrd13c
NM_024194	Lrrc40
NM_029987	Rpe65
NM_026582	Wls
XR_030720	Gm6140
NM_008994	Pxmp3
NM_027048	1700008P02Rik
NM_008371	Il7
AK030563	5330432E05Rik
NR_033512	Gm6194
NM_010423	Hey1
NM_025434	Mrps28
NM_133218	Zfp704
NM_001030305	Pmp2
NM_011598	Fabp9
NM_024406	Fabp4
NM_029310	Fabp12
NM_018864	Impa1
NM_001010834	Slc10a5
NM_029068	Snx16
ENSMUST00000099221	Gm10745
BC115807	1810022K09Rik
NM_009799	Car1
XM_001477158	Gm16399
NM_001076679	Gm9733
DQ055451	Gm5150
ENSMUST00000099198	Gm10742
NM_007825	Cyp7b1
NM_028840	Armc1
NM_001122759	Pde7a
NM_205769	Crh
NM_080634	Hps3
NM_013755	Gyg
NM_007753	Cpa3
NM_029706	Cpb1
NM_175086	Agtr1b
ENSMUST00000057404	2810416G20Rik
NM_007900	Ect2
NM_173182	Fndc3b
NM_001164437	Tmem212
ENSMUST00000091270	Gm10258
AK005488	1600017P15Rik
NM_029690	Arpm1
NM_027941	Lrrc34
NM_172861	Slc7a14
NM_009517	Zmat3
XM_912348	Kcnmb3
NM_013531	Gnb4
NM_021483	Pex5l
NM_026222	Ccdc39
XR_032468	Gm6639
NM_023644	Mccc1
NM_178418	Ccdc144b
NM_198192	Qrfpr
NM_009673	Anxa5
NM_009828	Ccna2
NM_027810	Bbs7
NM_019510	Trpc3
NM_008366	Il2
NM_021782	Il21
ENSMUST00000068009	Gm12541
NM_153561	Nudt6
NM_198657	Gm5148
NM_001167883	Ankrd50
ENSMUST00000035860	1700017G19Rik
NM_028140	Mfsd8
NM_027558	Pgrmc2
ENSMUST00000105030	Gm16508
NM_001081411	Sclt1
NM_001101479	Pabpc4l
ENSMUST00000099115	Gm10730
NR_003617	1700018B24Rik
NM_130448	Pcdh18
NM_011990	Slc7a11
NR_028121	4930583H14Rik
NM_080793	Setd7
NM_001004176	Maml3
NM_026225	Cog6
NM_172862	Frem2
NM_172501	Nhlrc3
ENSMUST00000099099	Gm10726
NM_026435	Ufm1
NM_001163570	Exosc8
NM_133231	Rfxap
NM_177854	6030405A18Rik
NM_007628	Ccna1
NM_030595	Nbea
ENSMUST00000099093	F830104G03Rik
NM_008536	Tm4sf1
NM_133784	Wwtr1
NM_175095	Commd2
NM_001033349	Gm410
XM_887553	Gm6394
NM_019410	Pfn2
NM_030685	Serp1
NM_001081262	Fam194a
NM_009174	Siah2
NM_153384	Clrn1
NM_173398	Gpr171
NM_133200	P2ry14
AK170843	F630111L10Rik
NM_032399	Gpr87
NM_028808	P2ry13
NM_027571	P2ry12
XM_916069	Gm4856
XM_916075	Gm5709
AK033940	9330121J05Rik
NM_028136	Dhx36
NM_183191	Plch1
BC125500	E130311K13Rik
NM_015728	Slc33a1
XR_034062	Gm9479
NM_001104615	Vmn2r4
NM_026155	Ssr3
NR_027955	4931440P22Rik
NM_019937	Ccnl1
NM_145820	Veph1
NM_013665	Shox2
NM_016753	Lxn
XM_905060	Gm412
NM_026641	Ift80
NM_025863	Trim59
NM_008467	Kpna4
XR_030907	Gm8565
NM_020026	B3galnt1
ENSMUST00000091052	Rpl32-ps
NM_133675	1110032A04Rik
NM_001081137	Sis
NM_198864	Slitrk3
NM_009738	Bche
NM_172515	Zbbx
NM_026460	Serpini2
NM_175193	Golim4
XR_035682	Gm5277
NM_001099624	Rapgef2
NM_001162999	Fnip2
NM_025794	Etfdh
NM_212452	Rxfp1
NM_027495	Tmem144
NM_013540	Gria2
NM_010298	Glrb
ENSMUST00000069880	Gm9989
NM_019911	Tdo2
NM_017469	Gucy1b3
NM_021896	Gucy1a3
NM_008731	Npy2r
NM_001146328	Rbm46
NM_023624	Lrat
NM_181849	Fgb
ENSMUST00000047876	Gm10710
NM_011905	Tlr2
NM_172681	D930015E06Rik
NM_029797	Mnd1
NM_030706	Trim2
NM_001033301	Fhdc1
NM_001081093	Arfip1
NM_001040461	Dear1
NM_172682	Fam160a1
NM_177130	Glt28d2
NM_001001650	Prss48
NR_004417	Rnu73a
NR_004418	Rnu73b
NM_011839	Mab21l2
NM_027539	Dclk2
NM_007639	Cd1d1
NM_001170985	Kirrel
NM_030707	Fcrls
NM_028971	4933430H15Rik
NM_028460	Pear1
NM_001033124	Ntrk1
NM_033573	Prcc
NM_153562	BC023814
NM_007529	Bcan
NM_022031	Hapln2
NM_144897	Apoa1bp
NM_172526	Ttc24
NM_021375	Rhbg
NM_029801	1700021C14Rik
NM_024246	Tmem79
NM_031368	Bglap-rs1
NM_001032298	Bglap2
NM_001037939	Bglap
NM_025928	Pmf1
NM_178696	Slc25a44
NM_013658	Sema4a
NM_001002011	Lmna
NM_016899	Rab25
NM_031248	Robld3
NM_181817	Rxfp4
ENSMUST00000090946	Gm10253
NM_018804	Syt11
NM_144898	Msto1
NM_022994	Dap3
NM_028188	Rusc1
NM_134469	Fdps
NR_030476	Mir720
NM_008227	Hcn3
NM_013604	Mtx1
NR_030579	Mir92b
NM_183037	Trim46
NM_009057	Rag1ap1
NM_010107	Efna1
NM_007910	Efna4
NM_009565	Zbtb7b
NM_177041	Flad1
NM_016904	Cks1b
NM_009602	Chrnb2
ENSMUST00000038450	4632404H12Rik
NM_010559	Il6ra
NM_001081182	Atp8b2
NM_028475	Ubap2l
NM_030080	Creb3l4
NM_011988	Slc27a3
NM_145540	Ints3
NM_008727	Npr1
NM_133854	Snapin
NM_023215	2500003M10Rik
NM_011309	S100a1
NM_009114	S100a9
XM_001478193	Gm7165
NM_008508	Lor
NM_175424	Prr9
NM_027042	Lelp1
NM_009265	Sprr1b
NM_011478	Sprr3
NM_009264	Sprr1a
NM_173070	Sprr4
NM_008412	Ivl
NM_008574	Smcp
NM_001166172	Lce6a
NM_025984	Lce1a1
NM_026822	Lce1b
NM_028625	Lce1a2
NM_027137	Lce1d
NM_026811	Lce1e
NM_026394	Lce1f
NM_025413	Lce1g
NM_026335	Lce1h
NM_029667	Lce1i
XM_919010	Lce1k
NM_028629	Kprp
NM_028628	Lce1l
NM_001039594	Lce3a
NM_028798	Crct1
NM_025420	Lce1m
ENSMUST00000055957	Gm5278
NM_148949	Tdpoz1
NM_001163730	Gm9125
NM_207273	Tdpoz5
NM_001146107	Gm10696
NM_016901	Oaz3
NM_025506	2310007A19Rik
NM_029721	Snx27
NM_011656	Tuft1
NM_001037711	Cgn
NM_008945	Psmb4
NM_030074	Zfp687
NM_008951	Psmd4
NM_008847	Pip5k1a
NM_027013	Scnm1
NM_027206	Tnfaip8l2
NM_029885	Gabpb2
NM_019914	Mllt11
BC092540	Gm128
NM_134253	Bnipl
NM_173347	Prune
NM_001085383	Anxa9
ENSMUST00000098867	Gm10691
NM_001163641	Setdb1
XR_031134	Gm5070
NM_144899	Adamtsl4
NM_007899	Ecm1
NM_027931	Tars2
NM_001081293	Rprd2
NM_027541	Prpf3
NM_078479	Mrps21
BC028528	BC028528
NM_011797	Car14
NM_023320	Plekho1
NM_013841	Vps45
NM_026975	Bola1
NM_054045	Hist2h3c2
NM_033596	Hist2h4
NM_010186	Fcgr1
NR_001579	Terc
BC107364	BC107364
ENSMUST00000098839	Gm15441
NM_027241	Polr3gl
NR_003619	6330549D23Rik
NM_001162925	Nudt17
NM_028925	Polr3c
NM_001163496	Cd160
NM_026229	Gpr89
NM_008123	Gja8
NM_029933	Bcl9
NM_146275	Olfr1402
NM_026539	Chd1l
NM_001039376	Pde4dip
NM_001111336	Hsd3b4
NM_008295	Hsd3b5
NM_153193	Hsd3b2
NM_001161742	Hsd3b3
NM_013821	Hsd3b6
NM_008293	Hsd3b1
NM_019545	Hao2
NM_175552	Wdr3
NM_001142952	Fam46c
NM_010763	Man1a2
NM_001013026	Ttf2
NM_001167906	Cd101
NM_011197	Ptgfrn
NM_013486	Cd2
NM_144900	Atp1a1
NM_172295	BC037703
NM_001039371	Slc22a15
NM_177545	Vangl1
NM_009432	Tshb
NM_011516	Sycp1
NM_198658	Nr1h5
BC027582	LOC269472
NM_133859	Olfml3
NM_010432	Hipk1
NM_133865	Dclre1b
NR_030676	A130049A11Rik
NM_133853	Magi3
ENSMUST00000056145	Gm5546
NM_001025067	Lrig2
XR_002221	Gm6485
NM_183224	Fam19a3
NM_001163440	Mov10
NM_009520	Wnt2b
NM_030249	Cttnbp2nl
NM_017397	Ddx20
NM_001033780	I830077J02Rik
NM_029604	1700027A23Rik
NM_001080816	Bclp2
NM_009892	Chi3l3
NM_145126	Chi3l4
BC051070	BC051070
ENSMUST00000098753	Gm10673
NM_133869	Cept1
NM_007651	Cd53
NM_146489	Olfr266
NM_001111143	Cym
NM_001044382	Prok1
NM_001045807	Rbm15
NM_145922	Kcnc4
NM_172271	Slc6a17
NM_026261	Ubl4b
NM_153563	Fam40a
NM_145542	Ahcyl1
NM_007778	Csf1
ENSMUST00000098732	Gm10667
NM_026672	Gstm7
NM_008184	Gstm6
NM_008183	Gstm2
NM_010358	Gstm1
NM_026764	Gstm4
NM_010306	Gnai3
NM_175470	Gpr61
NM_001081320	Cyb561d1
ENSMUST00000102633	Atxn7l2
NM_008596	Sypl2
XR_032348	Gm12501
NM_017392	Celsr2
NM_011319	Sars
NM_001033304	5330417C22Rik
NM_026198	Tmem167b
NM_029522	Gpsm2
NM_177091	Fndc7
NM_025845	Prpf38b
NM_001163567	Fam102b
NM_178891	Prmt6
NM_007446	Amy1
NM_001038696	Rnpc3
NM_007901	S1pr1
NR_015487	A930005H10Rik
NM_023214	Slc30a7
NM_011693	Vcam1
NM_022427	Gpr88
NM_001080818	Cdc14a
NM_025517	Rtcd1
NM_030016	Ccdc76
NM_008246	Hiat1
NM_144902	Slc35a3
NM_001081326	Agl
NM_023245	Palmd
ENSMUST00000090170	Rpl7a-ps3
ENSMUST00000029642	1700061I17Rik
NM_177664	D3Bwg0562e
NM_029655	Snx7
NM_019550	Ptbp2
NM_025637	Rwdd3
NM_178936	Tmem56
NM_145394	Slc44a3
ENSMUST00000050571	A730020M07Rik
ENSMUST00000029770	Abcd3
NM_001114665	Fnbp1l
NM_133857	Usp53
NM_021503	Myoz2
NM_080451	Synpo2
NM_201638	Mettl14
NR_028574	Snhg8
NM_031186	Ndst3
BC137977	1700006A11Rik
NR_015460	1700003H04Rik
NM_011674	Ugt8a
NM_178655	Ank2
NM_145964	Ap1ar
NM_007934	Enpep
NM_010113	Egf
XM_914534	Lrit3
NM_009102	Rrh
NM_026578	Gar1
NM_025779	Ccdc109b
NM_207209	Sec24b
NM_025509	Ostc
AK040169	A430072C10Rik
NM_008212	Hadh
NM_027816	Cyp2u1
NM_028943	Sgms2
NM_007926	Aimp1
NM_033525	Npnt
NM_026231	Gstcd
ENSMUST00000054105	D630013G24Rik
NM_029953	9130221D24Rik
NM_001040400	Tet2
NM_008689	Nfkb1
NM_025902	Cisd2
XM_001478687	Gm16500
NM_001033350	Bank1
NM_177665	Gm4861
NM_011932	Dapp1
NM_001163457	Mttp
BC150693	4930579F01Rik
NM_175224	Metap1
NM_001040690	Rap1gds1
XM_143595	Gm4862
XM_001478979	Gm6214
NM_008811	Pdha2
NM_007560	Bmpr1b
NM_019808	Pdlim5
NM_178654	Pkn2
NM_010723	Lmo4
NM_011828	Hs2st1
NM_019464	Sh3glb1
NM_009899	Clca1
NM_030601	Clca2
NM_139148	Clca4
NM_001033199	AI747448
NM_017474	Clca3
NM_178697	Clca5
NM_010516	Cyr61
NM_172864	Wdr63
NR_033542	Gm10636
NM_019957	Dnase2b
NM_027617	Spata1
NM_027371	Rpf1
BC048658	4930503B20Rik
NM_011100	Prkacb
ENSMUST00000066092	Gm9912
ENSMUST00000093950	Gm10287
NM_133871	Ifi44
NM_031367	H28
NM_008966	Ptgfr
NM_025926	Dnajb4
NM_199465	Nexn
NM_174868	Fam73a
NM_001081277	Ak5
NM_012028	St6galnac5
NM_011372	St6galnac3
ENSMUST00000081193	5730460C07Rik
NM_031870	Msh4
NR_028095	Rabggtb
NM_007382	Acadm
NM_010713	Lhx8
NM_172474	Tyw3
NM_177066	Tnni3k
NM_029330	Fpgt
ENSMUST00000067993	4930566N20Rik
NM_145953	Cth
NM_001093752	Sfrs11
NM_001081358	Lrrc7
NM_001111096	Lyn
NR_028126	6330407A03Rik
NM_181391	Chchd7
AK052165	LOC100036540
BC055683	Fam110b
NM_026534	Ubxn2b
NM_001098227	Sdcbp
NM_028940	Clvs1
NM_013526	Gdf6
NM_026005	2610301B20Rik
XM_001473562	Gm11829
NM_021897	Trp53inp1
NM_009830	Ccne2
NM_001039556	Rad54b
NM_010276	Gem
NM_019753	Cdh17
NM_198957	C430048L16Rik
NM_028226	Rbm12b
NM_173746	Gm11818
NM_001111027	Runx1t1
NM_028264	Tmem55a
NM_181401	Tmem64
NM_009788	Calb1
NM_019724	Mmp16
NM_013927	Cngb3
NM_025476	Fam82b
NM_028746	Slc7a13
NM_010281	Ggh
NM_016746	Ccnc
NM_152825	Usp45
NM_025669	Sfrs18
NM_172687	Coq3
NM_175234	6230409E13Rik
NM_172988	Fbxl4
XR_032067	Gm11878
NM_199467	F730047E07Rik
NM_026742	Ndufaf4
NM_030733	Gpr63
NM_010141	Epha7
NM_009316	Map3k7
NM_001109661	Bach2
AK051661	D130062J21Rik
NM_011997	Casp8ap2
NM_001081392	Mdn1
NM_175364	Lyrm2
NM_027491	Rragd
NM_019586	Ube2j1
NM_008076	Gabrr2
ENSMUST00000029947	Gabrr1
NM_177774	Sfrs13b
NM_011884	Rngtt
NM_007726	Cnr1
NM_001007589	Akirin2
NM_181406	Rars2
NM_009889	Cga
NM_199157	Ifnk
BC116915	1700009N14Rik
NM_007386	Aco1
NM_177175	Tmem215
NM_011463	Spink4
NM_029814	Chmp5
NM_023739	Nfx1
NM_026275	Ube2r2
NM_023305	Ubap1
NM_025539	Nudt2
ENSMUST00000038960	1700066J24Rik
NM_175138	Dnaic1
NM_016658	Galt
NM_001172054	Il11ra1
BC059060	Gm3893
NM_001164046	Gm13306
ENSMUST00000107984	4930578G10Rik
BC057092	N28178
NM_019874	Dnajb5
NM_026088	1700022I11Rik
NM_001081413	Unc13b
NM_177195	4930417M19Rik
NM_001037709	Rusc2
NM_011571	Tesk1
NM_001037913	Ccdc107
NM_139305	Car9
NM_013497	Creb3
NM_172866	Rgp1
ENSMUST00000105153	Gm12472
NM_173788	Npr2
NM_001085508	Tmem8b
NM_027511	Hrct1
BC147345	5430416O09Rik
NM_019473	Olfr155
NM_016678	Reck
NM_027450	Glipr2
NM_001002787	Ccin
NM_001080385	Clta
NM_010790	Melk
NM_080289	Grhpr
ENSMUST00000095105	1700055D18Rik
NM_022811	Polr1e
NM_001081172	Frmpd1
NM_027266	Rg9mtd3
NM_153167	Dcaf10
NM_001033412	Gm829
NM_028788	1300002K09Rik
NM_028270	Aldh1b1
NM_146142	Tdrd7
NM_001033201	Ncbp1
NM_183298	Foxe1
NM_130889	Anp32b
NM_053179	Nans
NM_172693	Galnt12
NM_009928	Col15a1
NM_009370	Tgfbr1
NM_015743	Nr4a3
NM_026343	Stx17
NM_010569	Invs
NM_001145924	5730528L13Rik
NM_021436	Tmeff1
NM_026509	Murc
NM_178756	E130309F12Rik
NM_145547	Zfp189
NM_001163263	Rnf20
NM_001162865	Cylc2
XR_031565	Gm12466
NM_008017	Smc2
BC120821	4930547C10Rik
XR_031665	Gm12482
NM_146858	Olfr275
NM_146607	Olfr270
NM_028529	Nipsnap3a
NM_025623	Nipsnap3b
NM_176966	Fsd1l
NM_139309	Fktn
NM_009317	Tal2
NM_172867	Zfp462
NM_009011	Rad23b
ENSMUST00000084590	Gm12511
NM_009611	Actl7a
BC026590	BC026590
NM_172868	Palm2
NM_001037127	Musk
NM_001099323	Zkscan16
NM_001033165	Dnajc25
NM_025277	Gng10
NM_011673	Ugcg
NM_024255	Hsdl2
NM_153158	E130308A19Rik
NM_172468	Snx30
NM_025286	Slc31a2
NM_175090	Slc31a1
NM_027297	Prpf4
NM_138653	Bspry
BC116650	4933430I17Rik
NM_028326	Zfp618
NM_025685	Col27a1
NR_030477	Mir455
NM_008768	Orm1
NM_013623	Orm3
NM_011016	Orm2
AK017104	4933437N03Rik
NM_144905	6330416G13Rik
ENSMUST00000098020	8030463A06Rik
NM_021362	Pappa
NM_053084	Trim32
NM_021297	Tlr4
XR_033213	Gm11222
XR_033232	Gm11225
NM_172869	Frmd3
NM_144787	Kdm4c
XR_033396	Gm11263
NM_031202	Tyrp1
BC030404	D4Bwg0951e
AK085025	Gm11412
NM_029949	Snapc3
BC039810	4930473A06Rik
NM_175275	Cntln
NM_019535	Sh3gl2
NM_178376	Rraga
NM_001081014	Dennd4c
NM_001081184	BC057079
NR_030478	Mir491
NM_001085528	Gm13271
NM_008334	Ifna7
NM_008333	Ifna11
NM_206871	Ifna6
NM_010505	Ifna5
NM_010504	Ifna4
NM_010502	Ifna1
NM_024433	Mtap
XM_890156	Gm12605
NM_175647	Dmrta1
NM_153102	Zfp352
XR_001654	Gm12643
ENSMUST00000094969	Gm10306
NM_026319	Ift74
NM_013690	Tek
ENSMUST00000062256	0610025J13Rik
NM_172696	Inadl
NM_001081202	L1td1
NM_146144	Usp1
NM_013913	Angptl3
NM_175029	Atg4c
ENSMUST00000094956	Gm10305
ENSMUST00000094955	Gm12689
NM_010425	Foxd3
NM_001081264	Alg6
NM_145549	Efcab7
NM_028132	Pgm2
NM_013845	Ror1
NM_001033773	Ube2u
NM_198037	Cachd1
NM_183024	Raver2
NM_001164585	Dnajc6
NM_175036	Leprot
NM_001122899	Lepr
NM_001085516	Gm12794
NM_019840	Pde4b
NM_144906	Sgip1
NM_026100	Tctex1d1
NM_027696	Mier1
NM_025909	Oma1
ENSMUST00000094945	Gm10304
NM_177259	Dab1
AY512949	AY512949
NM_133882	C8b
NM_001162980	1700024P16Rik
NM_053272	Dhcr24
NM_177667	Ttc22
NM_172272	Pars2
NM_023672	Ssbp3
NM_175471	Cyb5rl
NM_172873	Cdcp2
NM_029565	Tmem59
NM_001081272	Ldlrad1
NM_028394	Hspb11
NM_145550	Yipf1
NM_028355	Tmem48
NM_147221	Glis1
NR_033496	Lrp8
NM_010760	Magoh
BC019215	0610037L13Rik
NM_146255	Slc1a7
NM_026728	Echdc2
NM_027250	2010305A19Rik
NM_175472	Zcchc11
NM_011015	Orc1l
NM_025334	Txndc12
NM_023537	Rab3b
NM_146150	Nrd1
NM_001033226	Calr4
NM_007943	Eps15
NM_153392	Ttc39a
NM_007983	Faf1
NM_172296	Dmrta2
NM_001048189	Agbl4
NM_026279	Bend5
NM_026470	Spata6
NM_177818	Skint7
NM_178786	Skint4
NM_177578	Skint3
NM_177865	Skint2
NM_001166027	Skint11
NR_033617	Gm12830
NM_009185	Stil
NM_011527	Tal1
NM_001164557	Pdzk1ip1
NM_177406	Cyp4a12a
NM_010011	Cyp4a10
NM_201640	Cyp4a31
